elapsed_seconds,percent_known,percent_free,percent_occupied,free_cells,occupied_cells,unknown_cells,total_cells
15.3,44.50,38.05,6.45,11932,2023,17405,31360
15.4,44.50,38.05,6.44,11934,2021,17405,31360
15.5,44.50,38.06,6.43,11937,2018,17405,31360
15.6,44.50,38.07,6.43,11940,2015,17405,31360
15.8,44.50,38.08,6.42,11941,2014,17405,31360
15.9,44.50,38.08,6.42,11943,2012,17405,31360
16.0,44.50,38.09,6.41,11945,2010,17405,31360
16.1,44.50,38.10,6.40,11949,2006,17405,31360
16.2,44.50,38.10,6.40,11949,2006,17405,31360
16.3,44.50,38.10,6.40,11949,2006,17405,31360
16.4,44.50,38.11,6.39,11950,2005,17405,31360
16.5,44.50,38.10,6.40,11949,2006,17405,31360
16.6,44.50,38.11,6.39,11950,2005,17405,31360
16.7,44.50,38.10,6.40,11949,2006,17405,31360
16.8,44.50,38.11,6.39,11950,2005,17405,31360
16.9,44.50,38.11,6.39,11950,2005,17405,31360
17.1,44.50,38.10,6.40,11949,2006,17405,31360
17.2,44.50,38.11,6.39,11950,2005,17405,31360
17.3,44.50,38.10,6.40,11948,2007,17405,31360
17.4,44.50,38.10,6.40,11949,2006,17405,31360
17.5,44.50,38.10,6.40,11948,2007,17405,31360
17.6,44.50,38.10,6.40,11947,2008,17405,31360
17.7,44.50,38.10,6.40,11948,2007,17405,31360
17.8,44.50,38.10,6.40,11948,2007,17405,31360
17.9,44.50,38.10,6.40,11948,2007,17405,31360
18.0,44.50,38.10,6.40,11948,2007,17405,31360
18.1,44.50,38.10,6.40,11948,2007,17405,31360
18.2,44.50,38.10,6.40,11948,2007,17405,31360
18.3,44.50,38.10,6.40,11948,2007,17405,31360
18.5,44.50,38.10,6.40,11948,2007,17405,31360
18.6,44.50,38.10,6.40,11949,2006,17405,31360
18.7,44.50,38.10,6.40,11949,2006,17405,31360
18.8,44.50,38.10,6.40,11949,2006,17405,31360
18.9,44.50,38.10,6.40,11949,2006,17405,31360
19.0,44.50,38.10,6.40,11949,2006,17405,31360
19.1,44.50,38.10,6.40,11949,2006,17405,31360
19.2,44.50,38.10,6.40,11948,2007,17405,31360
19.4,44.50,38.10,6.40,11948,2007,17405,31360
19.5,44.50,38.10,6.40,11949,2006,17405,31360
19.6,44.50,38.11,6.39,11950,2005,17405,31360
19.7,44.50,38.10,6.40,11949,2006,17405,31360
19.8,44.50,38.10,6.40,11949,2006,17405,31360
19.9,44.50,38.10,6.40,11949,2006,17405,31360
20.1,44.50,38.10,6.40,11949,2006,17405,31360
20.2,44.50,38.10,6.40,11949,2006,17405,31360
20.3,44.50,38.10,6.40,11948,2007,17405,31360
20.4,44.50,38.10,6.40,11948,2007,17405,31360
20.5,44.50,38.10,6.40,11948,2007,17405,31360
20.6,44.50,38.10,6.40,11948,2007,17405,31360
20.7,44.50,38.10,6.40,11949,2006,17405,31360
20.9,44.50,38.10,6.40,11947,2008,17405,31360
21.0,44.50,38.10,6.40,11948,2007,17405,31360
21.1,44.50,38.10,6.40,11949,2006,17405,31360
21.2,44.50,38.11,6.39,11950,2005,17405,31360
21.3,44.50,38.10,6.40,11948,2007,17405,31360
21.4,44.50,38.10,6.40,11947,2008,17405,31360
21.5,44.50,38.08,6.42,11943,2013,17404,31360
21.7,44.50,38.07,6.43,11938,2018,17404,31360
21.8,44.51,38.06,6.44,11937,2020,17403,31360
21.9,44.51,38.04,6.46,11930,2027,17403,31360
22.0,44.53,38.04,6.50,11928,2038,17394,31360
22.1,44.54,38.05,6.50,11931,2038,17391,31360
22.2,44.14,37.71,6.43,11946,2037,17697,31680
22.3,44.29,37.84,6.45,11988,2042,17650,31680
22.4,44.13,37.77,6.36,12147,2046,17967,32160
22.5,44.13,37.77,6.36,12148,2045,17967,32160
22.6,44.13,37.75,6.38,12142,2051,17967,32160
22.7,44.13,37.76,6.37,12145,2048,17967,32160
22.8,44.13,37.75,6.38,12141,2052,17967,32160
22.9,44.13,37.75,6.38,12142,2051,17967,32160
23.1,44.13,37.75,6.38,12142,2051,17967,32160
23.2,44.13,37.75,6.38,12140,2053,17967,32160
23.3,44.13,37.76,6.37,12143,2050,17967,32160
23.4,44.13,37.77,6.36,12147,2046,17967,32160
23.5,44.13,37.76,6.37,12145,2048,17967,32160
23.6,44.13,37.76,6.37,12144,2049,17967,32160
23.7,44.13,37.76,6.37,12144,2049,17967,32160
23.8,44.13,37.76,6.37,12144,2049,17967,32160
23.9,44.13,37.76,6.37,12143,2050,17967,32160
24.0,44.13,37.78,6.36,12149,2044,17967,32160
24.1,44.13,37.78,6.35,12151,2042,17967,32160
24.3,44.13,37.80,6.34,12155,2038,17967,32160
24.4,44.13,37.80,6.33,12156,2037,17967,32160
24.5,44.13,37.79,6.34,12154,2039,17967,32160
24.6,44.13,37.80,6.33,12157,2036,17967,32160
24.7,44.13,37.80,6.33,12158,2035,17967,32160
24.8,44.13,37.80,6.33,12158,2035,17967,32160
24.9,44.13,37.81,6.32,12159,2034,17967,32160
25.0,44.13,37.82,6.31,12164,2029,17967,32160
25.1,44.13,37.82,6.31,12164,2029,17967,32160
25.2,44.13,37.82,6.31,12164,2029,17967,32160
25.3,44.13,37.82,6.31,12164,2029,17967,32160
25.4,44.13,37.82,6.31,12164,2029,17967,32160
25.5,44.13,37.82,6.31,12164,2029,17967,32160
25.6,44.13,37.82,6.31,12164,2029,17967,32160
25.7,44.13,37.82,6.31,12164,2029,17967,32160
25.8,44.13,37.82,6.31,12163,2030,17967,32160
26.0,44.13,37.82,6.31,12163,2030,17967,32160
26.1,44.13,37.82,6.32,12162,2031,17967,32160
26.2,44.13,37.82,6.31,12163,2030,17967,32160
26.3,44.13,37.82,6.31,12163,2030,17967,32160
26.4,44.13,37.82,6.31,12163,2030,17967,32160
26.5,44.13,37.82,6.31,12163,2030,17967,32160
26.6,44.13,37.83,6.31,12165,2028,17967,32160
26.7,44.13,37.82,6.31,12164,2029,17967,32160
26.9,44.13,37.81,6.32,12161,2032,17967,32160
27.0,44.13,37.81,6.32,12160,2033,17967,32160
27.1,44.14,37.80,6.33,12157,2037,17966,32160
27.2,44.14,37.80,6.33,12157,2037,17966,32160
27.3,44.14,37.80,6.33,12158,2037,17965,32160
27.4,44.16,37.81,6.35,12159,2042,17959,32160
27.5,44.16,37.81,6.35,12159,2042,17959,32160
27.6,44.16,37.81,6.36,12159,2044,17957,32160
27.7,44.16,37.79,6.37,12153,2050,17957,32160
27.8,44.16,37.77,6.39,12147,2056,17957,32160
27.9,43.73,37.39,6.34,12144,2059,18277,32480
28.1,43.73,37.38,6.35,12140,2063,18277,32480
28.1,43.73,37.37,6.36,12137,2066,18277,32480
28.2,43.81,37.45,6.36,12165,2066,18249,32480
28.3,43.81,37.47,6.35,12169,2062,18249,32480
28.4,43.85,37.48,6.36,12174,2067,18239,32480
28.6,43.86,37.50,6.36,12180,2067,18233,32480
28.6,43.86,37.52,6.35,12185,2062,18233,32480
28.8,43.86,37.51,6.36,12182,2065,18233,32480
28.9,43.86,37.51,6.35,12184,2063,18233,32480
29.0,43.86,37.52,6.35,12186,2061,18233,32480
29.1,43.86,37.52,6.34,12188,2059,18233,32480
29.2,43.87,37.53,6.34,12189,2060,18231,32480
29.3,43.87,37.54,6.33,12193,2056,18231,32480
29.4,43.91,37.58,6.33,12206,2056,18218,32480
29.5,43.91,37.55,6.36,12197,2065,18218,32480
29.6,43.91,37.54,6.37,12194,2068,18218,32480
29.7,43.91,37.54,6.37,12194,2068,18218,32480
29.8,43.93,37.56,6.37,12199,2069,18212,32480
29.9,43.93,37.56,6.37,12198,2070,18212,32480
30.0,43.96,37.59,6.38,12208,2071,18201,32480
30.2,43.96,37.58,6.39,12205,2074,18201,32480
30.3,43.96,37.57,6.39,12202,2077,18201,32480
30.4,43.96,37.56,6.40,12201,2078,18201,32480
30.5,43.96,37.54,6.42,12194,2085,18201,32480
30.6,43.96,37.55,6.42,12195,2084,18201,32480
30.7,43.96,37.54,6.42,12194,2085,18201,32480
30.8,43.96,37.53,6.43,12189,2090,18201,32480
30.9,43.96,37.54,6.43,12192,2087,18201,32480
31.0,43.96,37.54,6.43,12192,2087,18201,32480
31.1,43.96,37.56,6.40,12199,2080,18201,32480
31.2,43.96,37.56,6.40,12200,2079,18201,32480
31.3,43.96,37.56,6.40,12201,2078,18201,32480
31.5,43.96,37.58,6.38,12207,2072,18201,32480
31.6,43.96,37.57,6.39,12202,2077,18201,32480
31.7,43.96,37.57,6.39,12203,2076,18201,32480
31.7,43.96,37.56,6.40,12200,2079,18201,32480
31.9,43.96,37.55,6.42,12195,2084,18201,32480
32.0,43.96,37.55,6.42,12195,2084,18201,32480
32.1,43.96,37.53,6.43,12190,2089,18201,32480
32.2,43.97,37.55,6.42,12197,2084,18199,32480
32.3,43.97,37.56,6.41,12199,2082,18199,32480
32.4,43.60,37.24,6.36,12216,2086,18498,32800
32.5,43.60,37.23,6.37,12212,2090,18498,32800
32.6,43.60,37.27,6.34,12223,2079,18498,32800
32.7,43.60,37.24,6.36,12216,2086,18498,32800
32.9,43.61,37.20,6.40,12203,2100,18497,32800
33.0,43.61,37.20,6.41,12202,2101,18497,32800
33.1,43.62,37.22,6.40,12207,2099,18494,32800
33.2,43.62,37.19,6.43,12197,2110,18493,32800
33.3,43.62,36.99,6.63,12133,2174,18493,32800
33.4,43.62,36.98,6.64,12129,2178,18493,32800
33.5,43.62,37.01,6.61,12138,2169,18493,32800
33.6,43.62,37.01,6.61,12140,2167,18493,32800
33.8,43.62,37.04,6.58,12150,2157,18493,32800
33.9,43.62,37.08,6.54,12162,2145,18493,32800
34.0,43.62,37.07,6.55,12158,2149,18493,32800
34.1,43.59,37.05,6.54,12211,2157,18592,32960
34.2,43.59,37.07,6.53,12217,2151,18592,32960
34.3,43.60,37.09,6.51,12224,2145,18591,32960
34.4,43.60,37.08,6.52,12221,2148,18591,32960
34.5,43.60,37.01,6.59,12199,2173,18588,32960
34.7,43.61,37.02,6.58,12203,2170,18587,32960
34.8,43.61,37.03,6.58,12205,2168,18587,32960
34.9,43.61,37.03,6.58,12204,2170,18586,32960
35.0,43.61,37.09,6.52,12225,2149,18586,32960
35.1,43.61,37.09,6.52,12225,2149,18586,32960
35.2,43.61,37.09,6.52,12225,2149,18586,32960
35.3,43.61,37.12,6.49,12234,2140,18586,32960
35.4,43.61,37.13,6.48,12237,2137,18586,32960
35.5,43.61,37.15,6.46,12246,2128,18586,32960
35.6,43.61,37.17,6.44,12252,2122,18586,32960
35.7,43.61,37.20,6.41,12260,2114,18586,32960
35.8,43.61,37.17,6.44,12252,2122,18586,32960
35.9,43.61,37.18,6.43,12254,2120,18586,32960
36.1,43.61,37.19,6.42,12258,2116,18586,32960
36.2,43.61,37.20,6.41,12261,2113,18586,32960
36.3,43.61,37.22,6.39,12268,2106,18586,32960
36.4,43.61,37.22,6.39,12267,2107,18586,32960
36.5,43.61,37.17,6.44,12251,2123,18586,32960
36.6,43.61,37.12,6.49,12235,2139,18586,32960
36.7,43.61,37.10,6.51,12228,2146,18586,32960
36.8,43.61,37.11,6.50,12231,2143,18586,32960
36.9,43.61,37.11,6.50,12230,2144,18586,32960
37.0,43.61,37.10,6.51,12228,2146,18586,32960
37.2,43.61,37.14,6.47,12240,2134,18586,32960
37.3,43.61,37.15,6.46,12245,2129,18586,32960
37.4,43.61,37.18,6.43,12255,2119,18586,32960
37.5,43.61,37.18,6.43,12256,2118,18586,32960
37.6,43.61,37.17,6.44,12251,2123,18586,32960
37.8,43.61,37.14,6.47,12242,2132,18586,32960
37.8,43.61,37.14,6.47,12240,2134,18586,32960
37.9,43.61,37.17,6.44,12250,2124,18586,32960
38.0,43.61,37.16,6.45,12247,2127,18586,32960
38.2,43.61,37.15,6.47,12244,2131,18585,32960
38.3,43.61,37.17,6.44,12251,2124,18585,32960
38.4,43.61,37.18,6.43,12255,2120,18585,32960
38.5,43.61,37.18,6.44,12254,2121,18585,32960
38.6,43.61,37.21,6.40,12264,2111,18585,32960
38.7,43.67,37.24,6.43,12273,2119,18568,32960
38.8,43.67,37.24,6.43,12273,2119,18568,32960
38.9,43.67,37.23,6.44,12271,2121,18568,32960
39.1,43.67,37.22,6.44,12269,2123,18568,32960
39.2,43.67,37.22,6.44,12268,2124,18568,32960
39.3,43.67,37.20,6.47,12260,2132,18568,32960
39.4,43.67,37.20,6.47,12260,2132,18568,32960
39.5,43.67,37.22,6.44,12268,2124,18568,32960
39.6,43.67,37.21,6.45,12266,2126,18568,32960
39.7,43.67,37.22,6.44,12268,2124,18568,32960
39.8,43.67,37.22,6.44,12269,2123,18568,32960
39.9,43.67,37.20,6.47,12261,2131,18568,32960
40.0,43.67,37.21,6.46,12264,2128,18568,32960
40.1,43.67,37.20,6.46,12262,2130,18568,32960
40.3,43.67,37.21,6.46,12264,2128,18568,32960
40.4,43.67,37.21,6.45,12266,2127,18567,32960
40.5,43.67,37.22,6.45,12267,2126,18567,32960
40.6,43.67,37.21,6.46,12264,2129,18567,32960
40.7,43.67,37.22,6.45,12267,2126,18567,32960
40.8,43.67,37.21,6.46,12265,2128,18567,32960
40.9,43.67,37.20,6.47,12262,2131,18567,32960
41.0,43.67,37.19,6.47,12259,2134,18567,32960
41.1,43.67,37.18,6.49,12253,2140,18567,32960
41.3,43.67,37.17,6.50,12250,2143,18567,32960
41.4,43.67,37.16,6.51,12248,2145,18567,32960
41.5,43.70,37.21,6.50,12263,2141,18556,32960
41.6,43.70,37.21,6.49,12265,2139,18556,32960
41.7,43.70,37.21,6.49,12264,2140,18556,32960
41.8,43.70,37.20,6.50,12262,2142,18556,32960
41.9,43.70,37.21,6.49,12265,2139,18556,32960
42.0,43.70,37.22,6.48,12269,2135,18556,32960
42.1,43.70,37.23,6.47,12270,2134,18556,32960
42.2,43.70,37.23,6.47,12270,2134,18556,32960
42.3,43.70,37.22,6.48,12268,2136,18556,32960
42.4,43.70,37.20,6.50,12262,2142,18556,32960
42.5,43.70,37.21,6.49,12265,2139,18556,32960
42.6,43.70,37.23,6.47,12270,2134,18556,32960
42.8,43.70,37.22,6.48,12267,2137,18556,32960
42.9,43.70,37.21,6.49,12266,2138,18556,32960
43.0,43.70,37.23,6.47,12270,2134,18556,32960
43.1,43.72,37.24,6.48,12273,2136,18551,32960
43.2,43.72,37.23,6.49,12270,2139,18551,32960
43.3,43.72,37.24,6.48,12274,2135,18551,32960
43.4,43.72,37.25,6.47,12276,2133,18551,32960
43.5,43.72,37.25,6.47,12277,2133,18550,32960
43.6,43.73,37.24,6.49,12273,2140,18547,32960
43.7,43.73,37.23,6.50,12271,2142,18547,32960
43.8,43.73,37.23,6.50,12270,2143,18547,32960
44.0,43.73,37.23,6.50,12272,2141,18547,32960
44.0,43.73,37.24,6.49,12274,2139,18547,32960
44.2,43.73,37.24,6.49,12275,2138,18547,32960
44.3,43.73,37.24,6.49,12274,2139,18547,32960
44.4,43.73,37.24,6.49,12273,2140,18547,32960
44.5,43.73,37.23,6.50,12271,2142,18547,32960
44.6,43.73,37.26,6.47,12281,2132,18547,32960
44.7,43.74,37.26,6.48,12280,2137,18543,32960
44.8,43.74,37.26,6.48,12280,2137,18543,32960
44.9,43.74,37.28,6.47,12286,2131,18543,32960
45.0,43.74,37.27,6.47,12283,2134,18543,32960
45.1,43.74,37.28,6.47,12286,2131,18543,32960
45.2,43.75,37.29,6.46,12291,2128,18541,32960
45.4,43.75,37.29,6.46,12290,2129,18541,32960
45.5,43.75,37.31,6.44,12296,2123,18541,32960
45.6,43.75,37.31,6.44,12297,2122,18541,32960
45.7,43.75,37.30,6.45,12294,2125,18541,32960
45.8,43.80,37.37,6.44,12317,2121,18522,32960
45.9,43.80,37.33,6.47,12305,2133,18522,32960
46.0,43.80,37.34,6.47,12307,2131,18522,32960
46.1,43.83,37.36,6.46,12315,2130,18515,32960
46.2,43.91,37.45,6.46,12345,2129,18486,32960
46.3,43.96,37.52,6.44,12366,2124,18470,32960
46.4,44.22,37.77,6.45,12449,2125,18386,32960
46.5,44.22,37.76,6.46,12445,2129,18386,32960
46.7,44.62,38.14,6.48,12571,2136,18253,32960
46.8,44.62,38.15,6.47,12575,2132,18253,32960
46.9,44.62,38.14,6.48,12572,2135,18253,32960
47.0,44.62,38.14,6.48,12572,2135,18253,32960
47.1,44.76,38.27,6.48,12615,2137,18208,32960
47.2,45.30,38.81,6.49,12792,2140,18028,32960
47.3,45.31,38.80,6.50,12789,2144,18027,32960
47.4,45.31,38.77,6.53,12780,2153,18027,32960
47.5,45.35,38.81,6.54,12792,2155,18013,32960
47.6,45.85,39.31,6.54,12955,2157,17848,32960
47.7,46.29,39.74,6.55,13098,2160,17702,32960
47.8,46.46,39.89,6.56,13149,2163,17648,32960
48.0,46.71,40.13,6.58,13227,2170,17563,32960
48.1,46.82,40.21,6.61,13254,2179,17527,32960
48.2,47.45,40.83,6.63,13456,2184,17320,32960
48.3,47.95,41.31,6.64,13617,2188,17155,32960
48.4,48.42,41.75,6.67,13761,2199,17000,32960
48.6,48.67,41.98,6.70,13836,2207,16917,32960
48.6,48.85,42.15,6.70,13893,2209,16858,32960
48.7,49.31,42.59,6.72,14038,2214,16708,32960
48.9,49.54,42.81,6.73,14111,2219,16630,32960
49.0,49.90,43.16,6.74,14225,2223,16512,32960
49.1,50.15,43.37,6.77,14295,2233,16432,32960
49.2,50.34,43.53,6.81,14349,2244,16367,32960
49.3,50.38,43.57,6.81,14362,2244,16354,32960
49.4,50.59,43.80,6.78,14437,2236,16287,32960
49.5,50.90,44.11,6.79,14539,2237,16184,32960
49.6,51.20,44.41,6.79,14636,2238,16086,32960
49.7,51.40,44.61,6.79,14702,2239,16019,32960
49.8,51.59,44.80,6.79,14765,2239,15956,32960
49.9,51.76,44.96,6.80,14818,2242,15900,32960
50.0,51.98,45.17,6.81,14888,2244,15828,32960
50.1,52.06,45.24,6.81,14912,2246,15802,32960
50.3,52.21,45.37,6.85,14953,2257,15750,32960
50.4,52.90,46.06,6.84,15182,2255,15523,32960
50.5,53.48,46.57,6.91,15351,2276,15333,32960
50.6,53.70,46.78,6.92,15418,2281,15261,32960
50.7,53.80,46.89,6.91,15454,2277,15229,32960
50.8,54.34,47.41,6.93,15627,2284,15049,32960
50.9,54.52,47.59,6.93,15686,2284,14990,32960
51.0,56.11,49.11,6.99,16188,2305,14467,32960
51.2,56.85,49.85,7.01,16429,2309,14222,32960
51.2,57.92,50.87,7.04,16767,2322,13871,32960
51.4,59.50,52.42,7.09,17276,2336,13348,32960
51.5,60.14,53.03,7.11,17478,2344,13138,32960
51.6,61.12,53.93,7.19,17775,2371,12814,32960
51.7,61.77,54.54,7.23,17976,2383,12601,32960
51.8,62.23,54.92,7.31,18103,2409,12448,32960
51.9,62.44,55.05,7.38,18145,2434,12381,32960
52.1,64.08,56.67,7.41,18680,2441,11839,32960
52.2,64.67,56.96,7.71,18773,2542,11645,32960
52.3,66.70,58.93,7.77,19423,2562,10975,32960
52.4,67.58,59.84,7.74,19723,2551,10686,32960
52.5,68.13,60.41,7.72,19911,2544,10505,32960
52.6,68.19,60.45,7.74,19923,2552,10485,32960
52.7,68.20,60.48,7.72,19935,2544,10481,32960
52.8,68.28,60.55,7.73,19957,2549,10454,32960
52.9,68.35,60.60,7.75,19974,2553,10433,32960
53.1,68.38,60.69,7.69,20004,2535,10421,32960
53.2,68.38,60.71,7.67,20010,2529,10421,32960
53.3,68.56,60.71,7.85,20011,2586,10363,32960
53.4,68.56,60.72,7.84,20013,2584,10363,32960
53.5,68.56,60.71,7.85,20010,2587,10363,32960
53.6,68.56,60.71,7.85,20009,2588,10363,32960
53.7,68.56,60.69,7.86,20005,2592,10363,32960
53.8,68.57,60.69,7.88,20003,2598,10359,32960
53.9,68.57,60.64,7.93,19986,2615,10359,32960
54.0,68.58,60.64,7.94,19987,2618,10355,32960
54.1,69.22,60.78,8.44,20033,2782,10145,32960
54.2,69.22,60.73,8.50,20015,2800,10145,32960
54.3,69.22,60.76,8.46,20025,2790,10145,32960
54.4,69.22,60.83,8.39,20051,2764,10145,32960
