elapsed_seconds,percent_known,percent_free,percent_occupied,free_cells,occupied_cells,unknown_cells,total_cells
12.6,43.47,37.89,5.57,11735,1726,17507,30968
12.7,43.47,37.93,5.54,11745,1716,17507,30968
12.8,43.50,37.96,5.54,11756,1715,17497,30968
12.9,43.50,37.96,5.54,11756,1715,17497,30968
13.0,43.50,37.98,5.52,11763,1708,17497,30968
13.1,43.50,37.97,5.53,11760,1711,17497,30968
13.3,43.50,37.99,5.51,11766,1705,17497,30968
13.4,43.50,38.02,5.48,11775,1696,17497,30968
13.5,43.50,38.01,5.49,11772,1699,17497,30968
13.6,43.50,38.04,5.46,11780,1691,17497,30968
13.7,43.50,38.04,5.46,11781,1690,17497,30968
13.8,43.50,38.05,5.45,11784,1687,17497,30968
13.9,43.50,38.06,5.44,11785,1686,17497,30968
14.0,43.50,38.06,5.44,11787,1684,17497,30968
14.1,43.50,38.07,5.43,11789,1682,17497,30968
14.2,43.50,38.08,5.42,11792,1679,17497,30968
14.3,43.50,38.10,5.40,11798,1673,17497,30968
14.4,43.50,38.12,5.38,11805,1666,17497,30968
14.5,43.50,38.14,5.36,11810,1661,17497,30968
14.6,43.50,38.14,5.36,11812,1659,17497,30968
14.7,43.50,38.14,5.36,11812,1659,17497,30968
14.8,43.50,38.14,5.36,11812,1659,17497,30968
14.9,43.50,38.14,5.36,11812,1659,17497,30968
15.1,43.50,38.15,5.35,11813,1658,17497,30968
15.2,43.50,38.15,5.35,11814,1657,17497,30968
15.3,43.50,38.15,5.35,11815,1656,17497,30968
15.4,43.50,38.15,5.35,11815,1656,17497,30968
15.5,43.50,38.16,5.34,11816,1655,17497,30968
15.6,43.50,38.16,5.34,11816,1655,17497,30968
15.7,43.50,38.16,5.34,11818,1653,17497,30968
15.9,43.50,38.16,5.34,11817,1654,17497,30968
16.0,43.50,38.16,5.34,11816,1655,17497,30968
16.1,43.50,38.16,5.34,11816,1655,17497,30968
16.2,43.50,38.16,5.34,11817,1654,17497,30968
16.3,43.50,38.16,5.34,11817,1654,17497,30968
16.4,43.50,38.16,5.34,11818,1653,17497,30968
16.5,43.50,38.16,5.34,11818,1653,17497,30968
16.6,43.50,38.17,5.33,11819,1652,17497,30968
16.7,43.50,38.17,5.33,11819,1652,17497,30968
16.8,43.50,38.17,5.33,11819,1652,17497,30968
17.0,43.50,38.17,5.33,11820,1651,17497,30968
17.1,43.50,38.17,5.32,11822,1649,17497,30968
17.2,43.50,38.18,5.32,11823,1648,17497,30968
17.3,43.50,38.17,5.32,11822,1649,17497,30968
17.4,43.50,38.17,5.33,11821,1650,17497,30968
17.5,43.50,38.17,5.33,11821,1650,17497,30968
17.6,43.50,38.17,5.33,11820,1651,17497,30968
17.7,43.50,38.17,5.33,11820,1651,17497,30968
17.8,43.50,38.17,5.32,11822,1649,17497,30968
17.9,43.50,38.17,5.32,11822,1649,17497,30968
18.0,43.50,38.17,5.33,11821,1650,17497,30968
18.1,43.50,38.17,5.33,11821,1650,17497,30968
18.2,43.50,38.17,5.33,11821,1650,17497,30968
18.3,43.50,38.17,5.33,11821,1650,17497,30968
18.4,43.50,38.17,5.32,11822,1649,17497,30968
18.5,43.50,38.18,5.32,11823,1648,17497,30968
18.6,43.50,38.18,5.32,11823,1648,17497,30968
18.7,43.50,38.17,5.32,11822,1649,17497,30968
18.8,43.50,38.17,5.32,11822,1649,17497,30968
19.0,43.50,38.17,5.33,11820,1651,17497,30968
19.1,43.50,38.17,5.32,11822,1649,17497,30968
19.2,43.50,38.17,5.32,11822,1649,17497,30968
19.3,43.50,38.17,5.32,11822,1649,17497,30968
19.4,43.50,38.18,5.32,11823,1648,17497,30968
19.5,43.50,38.18,5.32,11823,1648,17497,30968
19.6,43.50,38.17,5.32,11822,1649,17497,30968
19.7,43.50,38.17,5.33,11821,1650,17497,30968
19.8,43.50,38.18,5.32,11823,1648,17497,30968
19.9,43.50,38.17,5.32,11822,1649,17497,30968
20.1,43.50,38.17,5.33,11821,1650,17497,30968
20.2,43.50,38.17,5.32,11822,1649,17497,30968
20.3,43.50,38.18,5.32,11823,1648,17497,30968
20.4,43.50,38.17,5.32,11822,1649,17497,30968
20.5,43.50,38.18,5.32,11824,1647,17497,30968
20.6,43.50,38.17,5.32,11822,1649,17497,30968
20.7,43.50,38.17,5.33,11821,1650,17497,30968
20.8,43.50,38.17,5.33,11821,1650,17497,30968
20.9,43.50,38.16,5.34,11818,1653,17497,30968
21.0,43.50,38.15,5.35,11813,1658,17497,30968
21.1,43.54,38.16,5.38,11818,1665,17485,30968
21.2,43.12,37.78,5.34,11819,1672,17793,31284
21.3,43.12,37.78,5.35,11818,1673,17793,31284
21.5,43.13,37.76,5.38,11812,1682,17790,31284
21.6,43.14,37.72,5.43,11799,1698,17787,31284
21.7,43.33,37.90,5.43,11856,1700,17728,31284
21.8,43.33,37.80,5.53,11826,1730,17728,31284
21.9,43.42,37.96,5.46,11876,1707,17701,31284
22.0,43.37,37.87,5.50,11967,1739,17894,31600
22.1,43.39,37.91,5.47,11981,1730,17889,31600
22.2,43.39,37.88,5.51,11971,1740,17889,31600
22.4,43.39,37.86,5.53,11965,1746,17889,31600
22.5,43.41,37.82,5.59,11952,1765,17883,31600
22.6,43.41,37.97,5.44,11998,1719,17883,31600
22.7,43.43,37.96,5.47,11996,1728,17876,31600
22.8,43.43,38.01,5.42,12012,1712,17876,31600
22.9,43.43,38.05,5.38,12024,1700,17876,31600
23.0,43.43,38.03,5.41,12016,1708,17876,31600
23.1,43.52,38.13,5.39,12050,1703,17847,31600
23.3,43.52,38.07,5.45,12031,1722,17847,31600
23.4,43.53,38.03,5.50,12017,1737,17846,31600
23.5,43.56,38.02,5.54,12015,1750,17835,31600
23.6,43.57,38.03,5.54,12018,1750,17832,31600
23.7,43.57,37.97,5.61,11997,1772,17831,31600
23.8,43.58,37.96,5.62,11995,1775,17830,31600
23.9,43.44,37.87,5.57,12027,1770,17961,31758
24.0,43.46,37.90,5.56,12035,1766,17957,31758
24.1,43.46,37.91,5.55,12038,1764,17956,31758
24.2,43.48,37.97,5.51,12057,1750,17951,31758
24.4,43.48,37.99,5.49,12064,1743,17951,31758
24.5,43.48,37.98,5.50,12063,1746,17949,31758
24.6,43.48,37.96,5.53,12054,1755,17949,31758
24.7,43.49,37.96,5.53,12056,1756,17946,31758
24.8,43.51,37.99,5.53,12064,1755,17939,31758
24.9,43.51,37.99,5.52,12066,1753,17939,31758
25.0,43.51,38.00,5.51,12069,1750,17939,31758
25.1,43.51,38.02,5.49,12075,1744,17939,31758
25.2,43.51,38.02,5.50,12073,1746,17939,31758
25.4,43.51,38.00,5.51,12068,1751,17939,31758
25.5,43.18,37.76,5.42,12111,1739,18224,32074
25.6,43.18,37.72,5.47,12097,1753,18224,32074
25.7,43.18,37.71,5.47,12095,1755,18224,32074
25.8,43.18,37.69,5.49,12089,1761,18224,32074
25.9,43.18,37.71,5.47,12094,1756,18224,32074
26.0,43.18,37.71,5.47,12095,1755,18224,32074
26.1,43.18,37.69,5.49,12090,1760,18224,32074
26.3,43.18,37.73,5.45,12101,1749,18224,32074
26.4,43.18,37.74,5.44,12106,1744,18224,32074
26.5,43.18,37.73,5.45,12103,1747,18224,32074
26.6,43.18,37.71,5.47,12096,1754,18224,32074
26.7,43.18,37.72,5.46,12099,1751,18224,32074
26.8,43.18,37.71,5.47,12094,1756,18224,32074
27.0,43.18,37.72,5.46,12098,1752,18224,32074
27.1,43.18,37.71,5.47,12096,1754,18224,32074
27.2,43.18,37.71,5.47,12096,1754,18224,32074
27.3,43.18,37.71,5.47,12094,1756,18224,32074
27.4,43.18,37.72,5.46,12099,1751,18224,32074
27.5,43.18,37.71,5.47,12094,1756,18224,32074
27.6,43.19,37.70,5.49,12093,1761,18220,32074
27.7,43.19,37.71,5.49,12094,1760,18220,32074
27.8,43.19,37.68,5.51,12087,1767,18220,32074
27.9,43.37,37.69,5.67,12090,1819,18165,32074
28.0,43.59,37.75,5.84,12108,1873,18093,32074
28.1,43.61,37.71,5.90,12096,1891,18087,32074
28.2,43.68,37.73,5.95,12100,1909,18065,32074
28.4,43.68,37.78,5.90,12118,1891,18065,32074
28.5,43.68,37.78,5.91,12116,1894,18064,32074
28.6,44.04,37.90,6.14,12155,1970,17949,32074
28.7,44.14,37.98,6.15,12183,1974,17917,32074
28.8,44.35,37.89,6.46,12153,2072,17849,32074
28.9,44.36,37.87,6.49,12147,2080,17847,32074
29.0,44.48,37.99,6.49,12185,2082,17807,32074
29.1,44.49,37.98,6.51,12181,2088,17805,32074
29.2,44.50,37.73,6.77,12103,2171,17800,32074
29.3,44.69,37.87,6.83,12145,2190,17739,32074
29.4,44.69,37.99,6.71,12184,2151,17739,32074
29.5,44.74,38.02,6.73,12193,2158,17723,32074
29.7,44.74,38.03,6.71,12198,2153,17723,32074
29.8,44.74,37.97,6.77,12179,2172,17723,32074
29.9,44.79,37.92,6.87,12161,2205,17708,32074
30.0,44.79,37.97,6.82,12178,2188,17708,32074
30.1,44.79,38.03,6.76,12198,2168,17708,32074
30.2,44.79,38.02,6.77,12196,2170,17708,32074
30.3,44.79,38.05,6.74,12205,2161,17708,32074
30.4,44.79,38.06,6.73,12206,2160,17708,32074
30.6,44.82,38.06,6.76,12207,2168,17699,32074
30.7,44.84,38.10,6.74,12220,2163,17691,32074
30.8,44.84,38.14,6.70,12233,2150,17691,32074
30.9,44.84,38.16,6.68,12239,2144,17691,32074
31.0,44.85,38.26,6.59,12271,2114,17689,32074
31.1,44.85,38.14,6.71,12233,2152,17689,32074
31.2,44.85,38.12,6.73,12228,2157,17689,32074
31.3,44.85,38.12,6.73,12228,2157,17689,32074
31.4,44.85,38.11,6.74,12222,2163,17689,32074
31.6,44.85,38.07,6.78,12211,2174,17689,32074
31.7,45.08,38.32,6.76,12291,2169,17614,32074
31.8,45.41,38.67,6.74,12402,2163,17509,32074
31.9,45.44,38.74,6.70,12424,2149,17501,32074
32.0,45.77,39.05,6.72,12526,2155,17393,32074
32.1,45.78,39.07,6.71,12531,2151,17392,32074
32.2,45.78,39.10,6.68,12541,2141,17392,32074
32.3,45.79,39.13,6.67,12549,2138,17387,32074
32.4,46.12,39.43,6.68,12648,2143,17283,32074
32.5,46.15,39.47,6.68,12660,2143,17271,32074
32.6,46.36,39.68,6.68,12727,2142,17205,32074
32.7,46.36,39.68,6.68,12726,2144,17204,32074
32.9,46.36,39.69,6.67,12731,2139,17204,32074
33.0,46.36,39.70,6.66,12734,2137,17203,32074
33.1,46.38,39.70,6.69,12732,2145,17197,32074
33.2,46.38,39.70,6.68,12733,2144,17197,32074
33.3,46.43,39.74,6.69,12746,2147,17181,32074
33.4,46.52,39.83,6.69,12776,2146,17152,32074
33.6,46.55,39.85,6.69,12783,2147,17144,32074
33.7,46.55,39.86,6.69,12784,2146,17144,32074
33.8,46.55,39.86,6.69,12785,2145,17144,32074
33.9,46.55,39.86,6.69,12784,2146,17144,32074
34.0,46.55,39.86,6.69,12784,2146,17144,32074
34.1,46.55,39.83,6.72,12776,2154,17144,32074
34.2,46.60,39.89,6.72,12794,2154,17126,32074
34.4,46.77,40.06,6.72,12848,2154,17072,32074
34.5,46.77,40.05,6.73,12845,2157,17072,32074
34.6,46.77,40.03,6.75,12838,2164,17072,32074
34.7,46.77,40.01,6.76,12833,2169,17072,32074
34.8,46.78,40.02,6.76,12835,2168,17071,32074
34.9,46.78,40.02,6.76,12835,2168,17071,32074
35.0,47.00,40.25,6.75,12911,2164,16999,32074
35.1,47.01,40.26,6.75,12913,2164,16997,32074
35.3,47.06,40.29,6.76,12924,2169,16981,32074
35.4,47.06,40.29,6.76,12924,2169,16981,32074
35.5,47.06,40.28,6.77,12921,2172,16981,32074
35.6,47.06,40.29,6.77,12923,2170,16981,32074
35.7,47.06,40.29,6.77,12924,2171,16979,32074
35.8,47.07,40.30,6.77,12925,2172,16977,32074
35.9,47.07,40.25,6.82,12910,2187,16977,32074
36.0,47.07,40.23,6.84,12904,2193,16977,32074
36.1,47.07,40.27,6.80,12915,2182,16977,32074
36.2,47.07,40.26,6.81,12913,2184,16977,32074
36.4,47.07,40.26,6.81,12913,2184,16977,32074
36.5,47.07,40.27,6.80,12916,2181,16977,32074
36.6,47.07,40.28,6.79,12919,2178,16977,32074
36.7,47.07,40.28,6.79,12918,2179,16977,32074
36.8,47.07,40.27,6.80,12915,2182,16977,32074
36.9,47.11,40.31,6.80,12929,2180,16965,32074
37.0,47.24,40.44,6.80,12972,2181,16921,32074
37.1,47.24,40.45,6.79,12975,2178,16921,32074
37.2,47.24,40.43,6.82,12967,2186,16921,32074
37.4,47.24,40.40,6.84,12958,2195,16921,32074
37.5,47.33,40.49,6.85,12986,2196,16892,32074
37.6,47.51,40.71,6.80,13057,2181,16836,32074
37.8,47.51,40.68,6.83,13048,2190,16836,32074
37.9,47.51,40.63,6.88,13031,2207,16836,32074
38.1,47.51,40.59,6.92,13019,2219,16836,32074
38.2,47.51,40.59,6.92,13019,2219,16836,32074
38.3,47.51,40.63,6.88,13032,2206,16836,32074
38.4,47.51,40.69,6.82,13052,2186,16836,32074
38.6,47.51,40.69,6.82,13052,2186,16836,32074
38.7,47.51,40.70,6.81,13054,2184,16836,32074
38.8,47.51,40.74,6.77,13068,2170,16836,32074
38.9,47.52,40.72,6.79,13062,2178,16834,32074
39.1,47.52,40.74,6.77,13067,2173,16834,32074
39.2,47.52,40.76,6.75,13074,2166,16834,32074
39.3,47.52,40.78,6.74,13079,2161,16834,32074
39.5,47.52,40.73,6.78,13064,2176,16834,32074
39.6,47.52,40.67,6.84,13046,2194,16834,32074
39.7,47.52,40.64,6.87,13036,2204,16834,32074
39.8,47.52,40.65,6.87,13038,2202,16834,32074
40.0,47.52,40.65,6.87,13038,2202,16834,32074
40.1,47.52,40.65,6.87,13037,2203,16834,32074
40.2,47.52,40.63,6.88,13033,2207,16834,32074
40.3,47.52,40.64,6.88,13034,2206,16834,32074
40.5,47.52,40.65,6.87,13037,2203,16834,32074
40.6,47.52,40.64,6.87,13036,2204,16834,32074
40.7,47.52,40.62,6.89,13030,2210,16834,32074
40.8,47.52,40.62,6.89,13030,2210,16834,32074
40.9,47.52,40.63,6.88,13033,2207,16834,32074
41.1,47.52,40.62,6.90,13028,2212,16834,32074
41.2,47.52,40.62,6.89,13029,2211,16834,32074
41.3,47.52,40.62,6.89,13029,2211,16834,32074
41.4,47.52,40.62,6.89,13030,2210,16834,32074
41.5,47.52,40.60,6.91,13023,2217,16834,32074
41.7,47.52,40.61,6.91,13024,2216,16834,32074
41.8,47.52,40.61,6.91,13025,2215,16834,32074
42.0,47.52,40.61,6.91,13025,2215,16834,32074
42.1,47.52,40.62,6.90,13027,2213,16834,32074
42.3,47.52,40.62,6.89,13030,2210,16834,32074
42.4,47.52,40.62,6.90,13028,2212,16834,32074
42.5,47.52,40.62,6.89,13029,2211,16834,32074
42.6,47.52,40.61,6.90,13026,2214,16834,32074
42.7,47.52,40.62,6.90,13027,2213,16834,32074
42.9,47.52,40.62,6.90,13027,2213,16834,32074
43.0,47.52,40.60,6.92,13023,2218,16833,32074
43.1,47.53,40.62,6.91,13029,2215,16830,32074
43.2,47.53,40.63,6.90,13031,2214,16829,32074
43.4,47.65,40.76,6.90,13072,2212,16790,32074
43.5,47.66,40.77,6.89,13076,2209,16789,32074
43.6,47.66,40.77,6.89,13075,2211,16788,32074
43.7,47.69,40.78,6.91,13081,2215,16778,32074
43.9,47.88,40.96,6.91,13139,2217,16718,32074
44.0,48.09,41.17,6.92,13204,2220,16650,32074
44.1,48.19,41.26,6.92,13234,2221,16619,32074
44.2,48.24,41.31,6.93,13250,2223,16601,32074
44.4,48.27,41.33,6.94,13256,2226,16592,32074
44.5,48.72,41.75,6.96,13392,2233,16449,32074
44.6,49.44,42.45,6.99,13616,2242,16216,32074
44.7,49.45,42.45,7.00,13616,2244,16214,32074
44.9,49.49,42.49,7.00,13627,2245,16202,32074
45.0,49.59,42.60,6.99,13664,2243,16167,32074
45.1,50.22,43.23,6.99,13866,2243,15965,32074
45.2,50.59,43.59,7.00,13982,2244,15848,32074
45.4,50.88,43.87,7.01,14071,2247,15756,32074
45.5,51.07,44.05,7.02,14128,2251,15695,32074
45.7,51.12,44.10,7.02,14146,2250,15678,32074
45.8,51.46,44.39,7.07,14237,2267,15570,32074
45.9,51.64,44.51,7.13,14276,2288,15510,32074
46.1,51.64,44.54,7.10,14286,2278,15510,32074
46.2,51.69,44.59,7.10,14303,2276,15495,32074
46.3,51.71,44.61,7.09,14309,2275,15490,32074
46.4,51.88,44.78,7.09,14364,2275,15435,32074
46.6,51.98,44.89,7.09,14398,2273,15403,32074
46.7,51.98,44.89,7.09,14398,2273,15403,32074
46.8,52.10,45.01,7.09,14435,2275,15364,32074
46.9,52.10,45.01,7.09,14435,2275,15364,32074
47.1,52.10,45.01,7.09,14436,2274,15364,32074
47.2,52.10,45.00,7.10,14434,2276,15364,32074
47.3,52.10,45.01,7.09,14436,2274,15364,32074
47.4,52.10,45.02,7.07,14441,2269,15364,32074
47.5,52.10,45.01,7.09,14435,2275,15364,32074
47.7,52.10,45.01,7.09,14437,2273,15364,32074
47.8,52.10,45.02,7.08,14439,2271,15364,32074
47.9,52.10,45.02,7.07,14441,2269,15364,32074
48.1,52.10,45.02,7.08,14440,2270,15364,32074
48.2,52.10,44.99,7.11,14430,2281,15363,32074
48.3,52.20,45.08,7.11,14460,2282,15332,32074
48.4,52.49,45.37,7.12,14552,2285,15237,32074
48.6,52.50,45.37,7.13,14553,2287,15234,32074
48.7,52.50,45.37,7.13,14552,2288,15234,32074
48.8,52.50,45.36,7.14,14549,2291,15234,32074
48.9,52.69,45.55,7.14,14610,2291,15173,32074
49.1,53.41,46.25,7.16,14833,2298,14943,32074
49.2,53.42,46.24,7.19,14830,2305,14939,32074
49.3,53.42,46.25,7.18,14833,2302,14939,32074
49.4,53.43,46.26,7.17,14836,2300,14938,32074
49.6,53.51,46.26,7.25,14836,2326,14912,32074
49.7,53.53,46.27,7.26,14840,2330,14904,32074
49.8,53.53,46.28,7.25,14844,2326,14904,32074
49.9,53.53,46.28,7.25,14844,2326,14904,32074
50.1,53.53,46.26,7.27,14839,2331,14904,32074
50.2,53.53,46.26,7.27,14838,2332,14904,32074
50.3,53.56,46.28,7.28,14845,2335,14894,32074
50.4,53.56,46.30,7.27,14849,2331,14894,32074
50.6,53.56,46.29,7.27,14848,2332,14894,32074
50.7,53.57,46.29,7.28,14848,2334,14892,32074
50.8,53.67,46.41,7.26,14887,2328,14859,32074
51.0,53.81,46.55,7.26,14930,2330,14814,32074
51.1,54.07,46.81,7.26,15014,2328,14732,32074
51.2,54.60,47.33,7.28,15180,2334,14560,32074
51.4,54.85,47.56,7.30,15253,2340,14481,32074
51.5,54.86,47.57,7.30,15256,2340,14478,32074
51.6,54.89,47.56,7.33,15253,2351,14470,32074
51.7,54.89,47.58,7.31,15262,2345,14467,32074
51.9,55.38,48.06,7.31,15416,2346,14312,32074
52.0,56.20,48.87,7.32,15676,2348,14050,32074
52.1,57.49,50.07,7.42,16060,2380,13634,32074
52.3,58.91,51.43,7.48,16495,2400,13179,32074
52.4,59.69,52.16,7.52,16731,2413,12930,32074
52.5,59.75,52.19,7.55,16741,2423,12910,32074
52.7,59.85,52.27,7.58,16764,2431,12879,32074
52.8,62.37,54.76,7.61,17563,2442,12069,32074
52.9,63.25,55.57,7.69,17822,2466,11786,32074
53.1,64.62,56.88,7.74,18243,2484,11347,32074
53.2,64.68,56.91,7.77,18254,2492,11328,32074
53.3,65.90,58.08,7.82,18627,2509,10938,32074
53.4,66.47,58.61,7.87,18797,2523,10754,32074
53.6,67.62,59.72,7.90,19155,2534,10385,32074
53.7,68.73,60.81,7.92,19505,2539,10030,32074
53.8,69.71,61.72,7.99,19795,2563,9716,32074
54.0,70.13,62.12,8.01,19925,2569,9580,32074
54.1,70.25,62.22,8.03,19957,2576,9541,32074
54.3,70.25,62.18,8.07,19944,2589,9541,32074
54.4,70.25,62.16,8.09,19938,2595,9541,32074
54.6,70.29,62.18,8.11,19945,2601,9528,32074
54.7,70.29,62.20,8.09,19951,2595,9528,32074
54.8,70.31,62.21,8.10,19954,2597,9523,32074
54.9,70.31,62.22,8.09,19955,2596,9523,32074
55.1,70.32,62.24,8.07,19964,2589,9521,32074
55.2,70.32,62.24,8.08,19962,2591,9521,32074
55.4,70.32,62.24,8.07,19964,2589,9521,32074
55.5,70.32,62.26,8.06,19968,2585,9521,32074
55.7,70.32,62.28,8.03,19977,2576,9521,32074
55.8,70.32,62.24,8.07,19964,2589,9521,32074
56.0,70.32,62.26,8.06,19969,2584,9521,32074
56.1,70.32,62.30,8.02,19982,2571,9521,32074
56.2,70.32,62.27,8.04,19974,2579,9521,32074
56.4,70.38,62.25,8.13,19965,2609,9500,32074
56.5,70.40,62.25,8.15,19965,2615,9494,32074
56.6,70.40,62.24,8.16,19962,2618,9494,32074
56.8,70.40,62.25,8.15,19966,2614,9494,32074
56.9,70.40,62.29,8.11,19979,2601,9494,32074
57.0,70.45,62.30,8.16,19981,2616,9477,32074
57.2,70.45,62.30,8.16,19981,2616,9477,32074
57.3,70.46,62.31,8.14,19986,2612,9476,32074
