elapsed_seconds,percent_known,percent_free,percent_occupied,free_cells,occupied_cells,unknown_cells,total_cells
5.2,42.43,38.88,3.55,11617,1060,17199,29876
5.4,42.45,38.95,3.49,11637,1044,17195,29876
5.5,42.36,38.66,3.70,11701,1119,17444,30264
5.7,42.36,38.63,3.73,11691,1130,17443,30264
5.8,42.36,38.67,3.69,11703,1118,17443,30264
6.0,42.36,38.70,3.67,11711,1110,17443,30264
6.1,42.36,38.68,3.68,11706,1115,17443,30264
6.3,41.95,38.30,3.65,11711,1116,17749,30576
6.4,41.98,38.28,3.70,11706,1131,17739,30576
6.6,41.99,38.22,3.78,11685,1155,17736,30576
6.7,41.99,38.19,3.80,11678,1162,17736,30576
6.9,41.99,38.16,3.84,11667,1173,17736,30576
7.0,42.00,38.15,3.85,11664,1177,17735,30576
7.2,42.01,38.12,3.89,11656,1188,17732,30576
7.3,42.01,38.12,3.88,11657,1187,17732,30576
7.4,42.01,38.12,3.89,11655,1190,17731,30576
7.6,42.01,38.12,3.89,11656,1189,17731,30576
7.7,42.01,38.11,3.91,11652,1194,17730,30576
7.8,42.02,38.12,3.90,11655,1192,17729,30576
8.0,42.02,38.11,3.91,11651,1196,17729,30576
8.2,42.02,38.11,3.91,11653,1194,17729,30576
8.4,42.02,38.10,3.92,11649,1198,17729,30576
8.5,42.02,38.11,3.91,11651,1196,17729,30576
8.7,42.02,38.11,3.91,11652,1195,17729,30576
8.8,42.02,38.11,3.91,11652,1195,17729,30576
9.0,42.02,38.11,3.91,11653,1194,17729,30576
9.1,42.02,38.12,3.89,11657,1190,17729,30576
9.3,42.02,38.13,3.89,11659,1188,17729,30576
9.4,42.02,38.13,3.88,11660,1187,17729,30576
9.5,42.02,38.14,3.88,11662,1186,17728,30576
9.7,42.02,38.13,3.89,11660,1188,17728,30576
9.9,42.02,38.14,3.89,11661,1188,17727,30576
10.0,42.02,38.13,3.90,11658,1191,17727,30576
10.1,42.02,38.12,3.90,11657,1192,17727,30576
10.2,42.04,38.12,3.91,11656,1197,17723,30576
10.4,42.04,38.13,3.91,11658,1195,17723,30576
10.5,42.04,38.13,3.91,11659,1194,17723,30576
10.7,42.04,38.13,3.91,11659,1195,17722,30576
10.8,42.04,38.13,3.91,11658,1196,17722,30576
10.9,42.04,38.12,3.92,11655,1199,17722,30576
11.1,42.04,38.12,3.92,11656,1198,17722,30576
11.2,42.04,38.11,3.93,11653,1201,17722,30576
11.3,42.04,38.09,3.95,11647,1208,17721,30576
11.5,42.04,38.09,3.96,11645,1210,17721,30576
11.6,42.04,38.11,3.93,11654,1201,17721,30576
11.7,42.04,38.11,3.94,11651,1204,17721,30576
11.9,42.04,38.11,3.93,11654,1201,17721,30576
12.0,42.04,38.11,3.93,11652,1203,17721,30576
12.2,42.04,38.12,3.92,11657,1198,17721,30576
12.3,42.04,38.13,3.91,11660,1195,17721,30576
12.4,42.04,38.13,3.91,11660,1195,17721,30576
12.6,42.05,38.13,3.92,11658,1198,17720,30576
12.7,42.21,38.25,3.96,11694,1212,17670,30576
12.9,42.21,38.24,3.97,11692,1214,17670,30576
13.0,42.22,38.22,3.99,11687,1221,17668,30576
13.1,42.22,38.23,3.99,11689,1219,17668,30576
13.2,42.22,38.23,3.99,11688,1220,17668,30576
13.4,42.22,38.26,3.95,11699,1209,17668,30576
13.5,41.67,37.81,3.85,11739,1196,18109,31044
13.7,41.71,37.85,3.86,11750,1198,18096,31044
13.8,41.71,37.86,3.85,11754,1194,18096,31044
14.0,41.71,37.88,3.82,11761,1187,18096,31044
14.1,41.71,37.86,3.85,11753,1195,18096,31044
14.3,41.71,37.86,3.85,11752,1196,18096,31044
14.4,41.71,37.87,3.84,11755,1193,18096,31044
14.5,41.71,37.87,3.84,11755,1193,18096,31044
14.7,41.71,37.86,3.85,11753,1195,18096,31044
14.8,41.71,37.86,3.85,11754,1194,18096,31044
15.0,41.71,37.87,3.84,11757,1191,18096,31044
15.1,41.71,37.88,3.83,11760,1188,18096,31044
15.3,41.71,37.89,3.82,11763,1185,18096,31044
15.4,41.71,37.89,3.82,11763,1185,18096,31044
15.5,41.71,37.91,3.80,11769,1179,18096,31044
15.7,41.71,37.91,3.79,11770,1178,18096,31044
15.8,41.71,37.91,3.80,11769,1179,18096,31044
16.0,41.71,37.92,3.79,11771,1177,18096,31044
16.1,41.71,37.93,3.78,11774,1174,18096,31044
16.2,41.71,37.92,3.78,11773,1175,18096,31044
16.4,41.71,37.92,3.79,11772,1176,18096,31044
16.5,41.71,37.93,3.78,11774,1174,18096,31044
16.6,41.71,37.93,3.78,11774,1174,18096,31044
16.8,41.71,37.92,3.78,11773,1175,18096,31044
16.9,41.71,37.93,3.78,11774,1174,18096,31044
17.1,41.71,37.93,3.78,11774,1174,18096,31044
17.2,41.71,37.92,3.78,11773,1175,18096,31044
17.3,41.71,37.93,3.78,11776,1172,18096,31044
17.5,41.71,37.93,3.78,11776,1172,18096,31044
17.6,41.71,37.92,3.79,11772,1176,18096,31044
17.8,41.71,37.93,3.78,11775,1173,18096,31044
17.9,41.71,37.93,3.78,11775,1173,18096,31044
18.1,41.71,37.93,3.78,11774,1174,18096,31044
18.2,41.71,37.93,3.78,11775,1173,18096,31044
18.3,41.71,37.93,3.78,11774,1174,18096,31044
18.5,41.71,37.92,3.78,11773,1175,18096,31044
18.6,41.71,37.93,3.78,11775,1173,18096,31044
18.7,41.71,37.92,3.79,11772,1176,18096,31044
18.9,41.71,37.92,3.78,11773,1175,18096,31044
19.0,41.71,37.93,3.78,11774,1174,18096,31044
19.1,41.71,37.93,3.78,11774,1174,18096,31044
19.3,41.71,37.93,3.78,11774,1174,18096,31044
19.4,41.71,37.93,3.78,11775,1173,18096,31044
19.6,41.71,37.93,3.78,11776,1172,18096,31044
19.8,41.71,37.93,3.78,11775,1173,18096,31044
19.9,41.71,37.93,3.78,11775,1173,18096,31044
20.1,41.71,37.93,3.78,11776,1172,18096,31044
20.2,41.71,37.93,3.78,11774,1174,18096,31044
20.3,41.71,37.93,3.78,11775,1173,18096,31044
20.5,41.71,37.93,3.78,11775,1173,18096,31044
20.6,41.71,37.93,3.78,11774,1174,18096,31044
20.8,41.71,37.93,3.78,11775,1173,18096,31044
20.9,41.71,37.93,3.78,11775,1173,18096,31044
21.1,41.71,37.93,3.78,11775,1173,18096,31044
21.2,41.71,37.93,3.78,11774,1174,18096,31044
21.3,41.71,37.93,3.78,11776,1172,18096,31044
21.5,41.71,37.93,3.78,11775,1173,18096,31044
21.6,41.71,37.93,3.78,11774,1174,18096,31044
21.8,41.71,37.93,3.78,11774,1174,18096,31044
21.9,41.71,37.93,3.78,11775,1173,18096,31044
22.1,41.71,37.93,3.78,11775,1173,18096,31044
22.2,41.71,37.93,3.78,11774,1174,18096,31044
22.3,41.71,37.93,3.78,11775,1173,18096,31044
22.5,41.71,37.93,3.78,11775,1173,18096,31044
22.6,41.71,37.94,3.77,11777,1171,18096,31044
22.8,41.71,37.93,3.78,11776,1172,18096,31044
22.9,41.71,37.93,3.78,11776,1172,18096,31044
23.1,41.71,37.93,3.78,11776,1172,18096,31044
23.2,41.71,37.93,3.78,11776,1172,18096,31044
23.3,41.71,37.93,3.78,11776,1172,18096,31044
23.5,41.71,37.93,3.78,11776,1172,18096,31044
23.6,41.71,37.93,3.78,11776,1172,18096,31044
23.7,41.71,37.93,3.78,11775,1173,18096,31044
23.9,41.71,37.93,3.78,11775,1173,18096,31044
24.0,41.71,37.93,3.78,11775,1173,18096,31044
24.2,41.71,37.93,3.78,11775,1173,18096,31044
24.3,41.71,37.93,3.78,11776,1172,18096,31044
24.5,41.71,37.93,3.78,11775,1173,18096,31044
24.6,41.71,37.93,3.78,11774,1175,18095,31044
24.8,41.71,37.93,3.78,11774,1175,18095,31044
24.9,41.71,37.92,3.79,11773,1177,18094,31044
25.0,41.71,37.91,3.80,11769,1181,18094,31044
25.1,41.71,37.91,3.80,11769,1181,18094,31044
25.3,42.13,37.97,4.16,11788,1292,17964,31044
25.4,42.13,37.95,4.18,11781,1299,17964,31044
25.6,42.19,37.97,4.21,11788,1308,17948,31044
25.7,42.22,38.01,4.21,11800,1307,17937,31044
25.9,43.13,38.42,4.71,11927,1463,17654,31044
26.0,43.08,38.25,4.83,11995,1514,17847,31356
26.2,43.08,38.26,4.82,11998,1511,17847,31356
26.3,43.08,38.22,4.86,11985,1524,17847,31356
26.4,43.09,38.20,4.89,11977,1533,17846,31356
26.5,43.09,38.15,4.94,11961,1549,17846,31356
26.7,43.09,38.12,4.96,11954,1556,17846,31356
26.9,43.09,38.11,4.98,11950,1560,17846,31356
27.0,43.09,38.11,4.98,11950,1560,17846,31356
27.1,43.09,38.12,4.97,11952,1559,17845,31356
27.2,43.09,38.12,4.97,11953,1558,17845,31356
27.4,43.09,38.13,4.96,11957,1554,17845,31356
27.5,43.09,38.15,4.94,11962,1549,17845,31356
27.7,43.09,38.16,4.92,11967,1544,17845,31356
27.8,43.09,38.17,4.92,11968,1543,17845,31356
28.0,43.09,38.18,4.91,11972,1539,17845,31356
28.1,43.09,38.19,4.90,11975,1536,17845,31356
28.3,43.09,38.20,4.89,11978,1533,17845,31356
28.4,43.09,38.20,4.89,11979,1532,17845,31356
28.5,43.09,38.18,4.90,11973,1538,17845,31356
28.7,43.09,38.20,4.89,11977,1534,17845,31356
28.8,43.09,38.20,4.89,11978,1533,17845,31356
29.0,43.09,38.19,4.90,11974,1537,17845,31356
29.1,43.09,38.19,4.90,11976,1535,17845,31356
29.3,43.09,38.20,4.89,11978,1533,17845,31356
29.4,43.09,38.20,4.89,11978,1533,17845,31356
29.5,43.09,38.19,4.90,11976,1535,17845,31356
29.7,43.09,38.18,4.90,11973,1538,17845,31356
29.8,43.09,38.16,4.92,11967,1544,17845,31356
30.0,43.09,38.18,4.91,11971,1540,17845,31356
30.1,43.10,38.17,4.94,11968,1548,17840,31356
30.3,43.10,38.17,4.94,11968,1548,17840,31356
30.4,43.11,38.16,4.95,11965,1553,17838,31356
30.6,43.11,38.15,4.97,11961,1557,17838,31356
30.7,42.70,37.78,4.92,11963,1558,18147,31668
30.9,42.79,37.83,4.96,12040,1579,18205,31824
31.0,42.81,37.85,4.96,12045,1579,18200,31824
31.2,42.81,37.86,4.95,12048,1576,18200,31824
31.3,42.83,37.88,4.95,12054,1576,18194,31824
31.4,42.83,37.87,4.96,12053,1577,18194,31824
31.6,42.83,37.88,4.95,12056,1574,18194,31824
31.7,42.87,37.94,4.93,12073,1569,18182,31824
31.9,42.89,37.94,4.95,12074,1574,18176,31824
32.0,43.11,38.13,4.98,12135,1585,18104,31824
32.2,43.11,38.08,5.03,12118,1602,18104,31824
32.3,43.12,38.05,5.07,12108,1613,18103,31824
32.5,43.12,38.07,5.05,12116,1608,18100,31824
32.6,43.13,38.08,5.05,12118,1607,18099,31824
32.8,43.31,38.24,5.07,12170,1614,18040,31824
32.9,43.33,38.26,5.07,12175,1615,18034,31824
33.1,43.36,38.24,5.12,12168,1630,18026,31824
33.2,43.37,38.25,5.12,12173,1630,18021,31824
33.3,43.37,38.24,5.13,12169,1634,18021,31824
33.5,43.37,38.24,5.13,12170,1633,18021,31824
33.6,43.37,38.24,5.14,12168,1635,18021,31824
33.8,43.39,38.26,5.14,12175,1635,18014,31824
34.0,43.40,38.32,5.08,12194,1618,18012,31824
34.1,43.62,38.53,5.09,12263,1620,17941,31824
34.2,43.78,38.65,5.13,12301,1631,17892,31824
34.4,43.79,38.70,5.09,12316,1621,17887,31824
34.5,43.79,38.70,5.10,12315,1622,17887,31824
34.7,43.80,38.69,5.11,12313,1625,17886,31824
34.8,43.80,38.68,5.12,12310,1629,17885,31824
35.0,44.01,38.88,5.13,12372,1634,17818,31824
35.1,44.01,38.88,5.13,12374,1633,17817,31824
35.2,44.01,38.87,5.14,12371,1636,17817,31824
35.4,44.01,38.86,5.15,12368,1639,17817,31824
35.5,44.01,38.83,5.19,12356,1651,17817,31824
35.7,44.03,38.79,5.24,12345,1666,17813,31824
35.8,44.03,38.78,5.24,12342,1669,17813,31824
36.0,44.03,38.78,5.24,12342,1669,17813,31824
36.1,44.03,38.78,5.24,12342,1669,17813,31824
36.3,44.03,38.78,5.25,12340,1671,17813,31824
36.5,44.18,38.93,5.25,12390,1670,17764,31824
36.6,44.18,38.92,5.26,12386,1674,17764,31824
36.7,44.18,38.92,5.26,12386,1674,17764,31824
36.9,44.18,38.93,5.25,12389,1671,17764,31824
37.0,44.18,38.92,5.26,12387,1673,17764,31824
37.2,44.18,38.90,5.28,12380,1680,17764,31824
37.3,44.18,38.88,5.30,12373,1687,17764,31824
37.5,44.18,38.86,5.32,12368,1692,17764,31824
37.6,44.18,38.89,5.29,12376,1684,17764,31824
37.8,44.18,38.90,5.29,12378,1682,17764,31824
37.9,44.18,38.90,5.29,12378,1682,17764,31824
38.1,44.18,38.90,5.28,12380,1680,17764,31824
38.2,44.18,38.90,5.28,12379,1681,17764,31824
38.3,44.18,38.89,5.29,12376,1684,17764,31824
38.5,44.18,38.90,5.28,12379,1681,17764,31824
38.6,44.18,38.89,5.29,12377,1683,17764,31824
38.8,44.18,38.91,5.27,12382,1678,17764,31824
38.9,44.18,38.90,5.28,12381,1679,17764,31824
39.1,44.18,38.91,5.27,12382,1678,17764,31824
39.2,44.18,38.91,5.27,12383,1677,17764,31824
39.4,44.18,38.92,5.26,12386,1674,17764,31824
39.5,44.18,38.93,5.25,12389,1671,17764,31824
39.7,44.18,38.94,5.24,12391,1669,17764,31824
39.8,44.18,38.93,5.26,12388,1673,17763,31824
39.9,44.18,38.95,5.23,12397,1664,17763,31824
40.1,44.19,38.96,5.23,12400,1663,17761,31824
40.3,44.19,38.98,5.21,12405,1658,17761,31824
40.4,44.19,39.02,5.17,12417,1646,17761,31824
40.6,44.19,39.10,5.09,12443,1620,17761,31824
40.7,44.19,39.14,5.05,12456,1607,17761,31824
40.9,44.19,39.14,5.05,12455,1608,17761,31824
41.0,44.20,39.20,5.00,12474,1591,17759,31824
41.1,44.13,38.95,5.18,12634,1679,18123,32436
41.3,44.14,38.87,5.27,12608,1708,18120,32436
41.4,44.14,38.82,5.32,12592,1724,18120,32436
41.6,44.18,38.79,5.38,12583,1746,18107,32436
41.7,44.18,38.78,5.40,12579,1750,18107,32436
41.9,44.18,38.75,5.43,12568,1761,18107,32436
42.0,44.18,38.71,5.46,12557,1772,18107,32436
42.1,44.27,38.72,5.55,12558,1800,18078,32436
42.3,44.27,38.61,5.65,12525,1833,18078,32436
42.4,44.27,38.55,5.72,12503,1856,18077,32436
42.6,44.27,38.51,5.76,12492,1869,18075,32436
42.7,44.29,38.43,5.86,12465,1901,18070,32436
42.9,44.29,38.38,5.91,12448,1918,18070,32436
43.0,44.29,38.38,5.91,12449,1917,18070,32436
43.2,44.29,38.45,5.84,12472,1894,18070,32436
43.3,44.31,38.43,5.87,12466,1905,18065,32436
43.4,44.31,38.45,5.86,12471,1900,18065,32436
43.6,44.31,38.43,5.88,12465,1906,18065,32436
43.7,44.31,38.44,5.86,12469,1902,18065,32436
43.9,44.31,38.41,5.89,12460,1911,18065,32436
44.0,44.31,38.38,5.92,12450,1921,18065,32436
44.2,44.31,38.40,5.91,12454,1917,18065,32436
44.3,44.31,38.41,5.89,12460,1911,18065,32436
44.5,44.31,38.44,5.86,12469,1902,18065,32436
44.6,44.31,38.47,5.84,12477,1894,18065,32436
44.8,44.31,38.49,5.82,12483,1888,18065,32436
44.9,44.31,38.56,5.75,12507,1864,18065,32436
45.1,44.31,38.65,5.66,12535,1836,18065,32436
45.2,44.31,38.66,5.64,12540,1831,18065,32436
45.4,44.31,38.69,5.62,12548,1823,18065,32436
45.5,44.31,38.73,5.58,12562,1809,18065,32436
45.7,44.31,38.75,5.56,12569,1802,18065,32436
45.8,44.35,38.76,5.59,12572,1814,18050,32436
46.0,44.60,38.98,5.62,12643,1823,17970,32436
46.2,44.60,38.90,5.69,12619,1847,17970,32436
46.3,44.60,38.92,5.68,12624,1843,17969,32436
46.5,44.60,38.99,5.61,12647,1820,17969,32436
46.6,44.60,38.93,5.67,12628,1839,17969,32436
46.8,44.60,38.90,5.70,12618,1849,17969,32436
46.9,44.60,38.94,5.67,12629,1838,17969,32436
47.1,44.60,38.93,5.68,12626,1841,17969,32436
47.2,44.70,39.01,5.69,12652,1846,17938,32436
47.4,44.85,39.12,5.73,12688,1860,17888,32436
47.5,44.92,39.09,5.82,12680,1889,17867,32436
47.7,45.05,39.21,5.84,12717,1895,17824,32436
47.8,45.05,39.19,5.86,12712,1900,17824,32436
48.0,45.06,39.20,5.86,12715,1902,17819,32436
48.1,45.09,39.22,5.88,12720,1906,17810,32436
48.3,45.10,39.22,5.88,12722,1907,17807,32436
48.4,45.10,39.22,5.88,12721,1908,17807,32436
48.6,45.10,39.22,5.88,12722,1907,17807,32436
48.7,45.10,39.23,5.87,12725,1904,17807,32436
48.9,45.15,39.26,5.89,12733,1911,17792,32436
49.0,45.27,39.37,5.91,12769,1916,17751,32436
49.2,45.27,39.38,5.89,12773,1912,17751,32436
49.3,45.30,39.41,5.89,12783,1912,17741,32436
49.5,45.30,39.41,5.90,12782,1913,17741,32436
49.6,45.30,39.20,6.11,12714,1981,17741,32436
49.8,45.44,39.21,6.22,12719,2019,17698,32436
49.9,45.44,39.23,6.21,12724,2014,17698,32436
50.1,45.45,39.26,6.19,12733,2009,17694,32436
50.2,45.51,39.40,6.11,12779,1983,17674,32436
50.4,45.56,39.42,6.14,12785,1992,17659,32436
50.6,45.56,39.43,6.13,12788,1989,17659,32436
50.8,45.56,39.43,6.13,12790,1988,17658,32436
50.9,45.56,39.43,6.13,12791,1987,17658,32436
51.1,45.56,39.43,6.14,12788,1990,17658,32436
51.2,45.56,39.42,6.14,12786,1992,17658,32436
51.4,45.56,39.41,6.15,12784,1994,17658,32436
51.5,45.56,39.40,6.16,12780,1998,17658,32436
51.7,45.56,39.41,6.15,12784,1994,17658,32436
51.8,45.56,39.43,6.13,12790,1988,17658,32436
52.0,45.57,39.40,6.16,12781,1999,17656,32436
52.1,45.78,39.59,6.19,12841,2007,17588,32436
52.2,45.78,39.60,6.18,12844,2004,17588,32436
52.4,45.78,39.61,6.17,12848,2000,17588,32436
52.5,45.78,39.63,6.15,12853,1995,17588,32436
52.7,45.78,39.61,6.17,12847,2001,17588,32436
52.8,45.78,39.59,6.19,12841,2007,17588,32436
53.0,45.78,39.58,6.20,12838,2010,17588,32436
53.1,45.78,39.57,6.20,12836,2012,17588,32436
53.3,45.78,39.57,6.20,12836,2012,17588,32436
53.4,45.78,39.58,6.20,12837,2011,17588,32436
53.6,45.79,39.53,6.26,12822,2029,17585,32436
53.8,45.79,39.53,6.26,12822,2029,17585,32436
53.9,45.79,39.53,6.26,12822,2029,17585,32436
54.0,45.79,39.53,6.25,12823,2028,17585,32436
54.2,45.79,39.53,6.25,12823,2028,17585,32436
54.3,45.79,39.54,6.25,12825,2026,17585,32436
54.5,45.79,39.54,6.25,12825,2026,17585,32436
54.6,45.79,39.53,6.25,12823,2028,17585,32436
54.8,45.79,39.52,6.26,12820,2031,17585,32436
54.9,45.79,39.51,6.27,12816,2035,17585,32436
55.1,45.79,39.51,6.27,12817,2035,17584,32436
55.2,45.79,39.51,6.28,12816,2038,17582,32436
55.4,45.79,39.51,6.29,12815,2039,17582,32436
55.5,45.86,39.57,6.30,12834,2042,17560,32436
55.7,45.86,39.56,6.30,12833,2043,17560,32436
55.8,45.86,39.56,6.30,12833,2043,17560,32436
56.1,45.87,39.55,6.31,12830,2047,17559,32436
56.2,45.87,39.56,6.31,12831,2046,17559,32436
56.4,45.88,39.58,6.30,12839,2043,17554,32436
56.5,45.92,39.62,6.30,12850,2043,17543,32436
56.7,45.92,39.62,6.30,12850,2044,17542,32436
56.8,45.96,39.65,6.32,12860,2049,17527,32436
57.0,46.02,39.69,6.33,12874,2053,17509,32436
57.1,46.04,39.71,6.33,12880,2054,17502,32436
57.2,46.04,39.72,6.32,12884,2050,17502,32436
57.4,46.04,39.72,6.33,12882,2052,17502,32436
57.5,46.04,39.72,6.32,12883,2051,17502,32436
57.7,46.04,39.72,6.33,12882,2052,17502,32436
57.8,46.04,39.72,6.33,12882,2052,17502,32436
58.0,46.04,39.71,6.33,12881,2053,17502,32436
58.2,46.10,39.77,6.34,12899,2055,17482,32436
58.4,46.10,39.77,6.34,12899,2055,17482,32436
58.5,46.14,39.81,6.32,12914,2051,17471,32436
58.7,46.15,39.81,6.34,12913,2056,17467,32436
58.8,46.35,40.01,6.34,12978,2056,17402,32436
59.0,46.81,40.46,6.35,13123,2061,17252,32436
59.1,47.32,40.95,6.37,13283,2065,17088,32436
59.3,47.73,41.36,6.37,13415,2067,16954,32436
59.4,47.95,41.56,6.38,13482,2070,16884,32436
59.6,48.57,42.16,6.41,13675,2079,16682,32436
59.7,48.94,42.49,6.45,13783,2092,16561,32436
59.9,48.98,42.53,6.45,13794,2092,16550,32436
60.1,50.14,43.66,6.48,14163,2101,16172,32436
60.3,55.87,49.15,6.72,15943,2179,14314,32436
60.4,56.94,49.98,6.96,16211,2259,13966,32436
60.6,56.94,49.95,6.99,16202,2268,13966,32436
60.8,57.44,50.47,6.96,16372,2258,13806,32436
61.0,57.44,50.50,6.93,16381,2249,13806,32436
61.2,57.44,50.52,6.92,16386,2244,13806,32436
61.4,57.44,50.51,6.93,16383,2247,13806,32436
61.6,57.44,50.45,6.98,16365,2265,13806,32436
61.8,58.13,51.09,7.04,16572,2282,13582,32436
61.9,58.80,51.70,7.10,16770,2302,13364,32436
62.1,59.81,52.61,7.20,17064,2337,13035,32436
62.4,61.06,53.86,7.20,17469,2335,12632,32436
62.6,61.66,54.47,7.18,17669,2330,12437,32436
62.8,62.12,54.96,7.16,17826,2323,12287,32436
63.0,63.10,55.96,7.14,18150,2317,11969,32436
63.2,64.10,56.87,7.23,18445,2346,11645,32436
63.4,65.44,58.19,7.26,18873,2354,11209,32436
63.6,65.72,58.49,7.23,18973,2345,11118,32436
63.8,66.10,58.81,7.29,19075,2364,10997,32436
64.0,66.36,59.02,7.33,19145,2378,10913,32436
64.3,66.83,59.46,7.37,19285,2392,10759,32436
64.5,66.93,59.56,7.37,19319,2390,10727,32436
64.7,67.04,59.71,7.33,19366,2379,10691,32436
64.9,67.20,59.86,7.34,19416,2380,10640,32436
65.1,67.25,59.86,7.39,19415,2397,10624,32436
65.2,67.46,60.01,7.45,19464,2418,10554,32436
65.4,68.57,61.08,7.48,19813,2427,10196,32436
65.6,68.94,61.39,7.54,19914,2446,10076,32436
65.9,69.39,61.83,7.56,20055,2452,9929,32436
66.1,69.89,62.32,7.58,20213,2458,9765,32436
66.3,69.58,61.97,7.61,20297,2494,9963,32754
66.5,70.06,62.43,7.63,20449,2498,9807,32754
66.8,70.10,62.46,7.64,20459,2501,9794,32754
67.0,70.16,62.51,7.65,20473,2506,9775,32754
67.2,70.16,62.49,7.67,20468,2512,9774,32754
67.4,70.16,62.50,7.66,20471,2509,9774,32754
67.6,70.18,62.50,7.68,20470,2516,9768,32754
67.8,70.25,62.52,7.73,20477,2532,9745,32754
68.0,70.25,62.52,7.72,20479,2530,9745,32754
68.3,70.25,62.51,7.74,20474,2535,9745,32754
68.5,70.25,62.51,7.73,20476,2533,9745,32754
68.7,70.25,62.52,7.73,20477,2532,9745,32754
68.9,70.25,62.51,7.73,20476,2533,9745,32754
69.1,70.25,62.51,7.74,20474,2535,9745,32754
69.3,70.25,62.50,7.75,20471,2538,9745,32754
69.4,70.25,62.52,7.73,20477,2532,9745,32754
69.6,70.25,62.50,7.75,20471,2538,9745,32754
69.8,70.25,62.51,7.74,20474,2535,9745,32754
70.0,70.25,62.50,7.75,20472,2537,9745,32754
70.2,70.25,62.51,7.74,20474,2535,9745,32754
70.4,70.25,62.51,7.73,20476,2533,9745,32754
70.7,70.25,62.53,7.72,20480,2529,9745,32754
70.9,70.25,62.51,7.74,20473,2536,9745,32754
71.1,70.25,62.51,7.74,20473,2536,9745,32754
71.3,70.25,62.53,7.72,20480,2529,9745,32754
71.5,70.25,62.53,7.72,20482,2527,9745,32754
71.7,70.31,62.54,7.77,20484,2544,9726,32754
71.9,70.79,62.56,8.24,20490,2698,9566,32754
72.1,70.79,62.44,8.35,20452,2736,9566,32754
72.3,70.79,62.44,8.36,20450,2738,9566,32754
72.5,70.79,62.49,8.31,20467,2721,9566,32754
72.7,70.79,62.51,8.29,20474,2714,9566,32754
72.9,70.79,62.48,8.32,20464,2724,9566,32754
73.1,70.79,62.51,8.28,20475,2713,9566,32754
73.3,70.79,62.47,8.32,20463,2725,9566,32754
73.5,70.81,62.44,8.36,20453,2739,9562,32754
73.7,70.81,62.47,8.33,20463,2730,9561,32754
73.9,70.81,62.49,8.32,20467,2726,9561,32754
74.1,70.81,62.49,8.32,20469,2724,9561,32754
74.3,70.81,62.51,8.30,20474,2719,9561,32754
74.5,70.81,62.51,8.30,20474,2719,9561,32754
74.7,70.81,62.52,8.29,20477,2716,9561,32754
75.0,70.81,62.56,8.25,20492,2701,9561,32754
75.2,70.81,62.57,8.24,20495,2698,9561,32754
75.4,70.81,62.58,8.23,20497,2696,9561,32754
75.6,70.81,62.57,8.24,20495,2698,9561,32754
75.9,70.81,62.58,8.22,20499,2694,9561,32754
76.1,70.81,62.60,8.21,20505,2688,9561,32754
76.4,70.81,62.61,8.20,20507,2686,9561,32754
76.6,70.81,62.60,8.22,20503,2691,9560,32754
